Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Discount Category,Profit Margin,Year-Month
2020-04-06,Frank Newman,United States,New York City,AMER,NAMER,CVS Health,1026,Retail,Strategic,Data Smasher,299.97,3,0.0,131.9868,Low,0.43999999999999995,2020-04
2022-02-09,Sue Wilson,United States,Los Angeles,AMER,NAMER,Walmart,1096,Retail,Strategic,Data Smasher,89.97,3,0.0,39.5868,Low,0.43999999999999995,2022-02
2022-02-09,Sue Wilson,United States,Los Angeles,AMER,NAMER,Walmart,1096,Retail,Strategic,Data Smasher,31.86,2,0.0,11.151,Low,0.35,2022-02
2020-11-18,Jessica Buckland,Luxembourg,Luxembourg,EMEA,EU-WEST,Itochu,1032,Finance,Strategic,Marketing Suite - Gold,67.15,5,0.0,16.7875,Low,0.25,2020-11
2023-12-19,Gabrielle Dowd,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,7.236,3,0.7,-6.03,High,-0.8333333333333334,2023-12
2023-12-19,Gabrielle Dowd,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,Storage,4.824,3,0.2,1.7487,Low,0.3625,2023-12
2023-12-19,Gabrielle Dowd,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,Support,91.36,5,0.2,29.692,Low,0.325,2023-12
2023-12-19,Gabrielle Dowd,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,OneView,130.112,2,0.2,13.0112,Low,0.1,2023-12
2021-07-02,Fiona Peters,Sweden,Stockholm,EMEA,NOR,United Parcel Service,1090,Transportation,Strategic,Site Analytics,74.24,1,0.2,8.352,Low,0.11250000000000002,2021-07
2021-07-02,Fiona Peters,Sweden,Stockholm,EMEA,NOR,United Parcel Service,1090,Transportation,Strategic,SaaS Connector Pack,159.84,10,0.2,45.954,Low,0.2875,2021-07
2021-07-02,Fiona Peters,Sweden,Stockholm,EMEA,NOR,United Parcel Service,1090,Transportation,Strategic,ContactMatcher,2.892,2,0.7,-2.3136,High,-0.8,2021-07
2021-07-02,Fiona Peters,Sweden,Stockholm,EMEA,NOR,United Parcel Service,1090,Transportation,Strategic,Support,9.392,2,0.2,3.2872,Low,0.35000000000000003,2021-07
2020-10-08,Gordon McLean,United Kingdom,London,EMEA,UKIR,Verizon Communications,1094,Communications,SMB,Support,123.92,4,0.0,55.764,Low,0.45,2020-10
2021-09-22,Ian McGrath,France,Paris,EMEA,EU-WEST,Apple,1008,Tech,SMB,Support,55.6,5,0.2,6.255,Low,0.11249999999999999,2021-09
2021-09-22,Ian McGrath,France,Paris,EMEA,EU-WEST,Apple,1008,Tech,SMB,Data Smasher,617.976,3,0.2,-7.7247,Low,-0.0125,2021-09
2023-12-25,Virginia Murray,Taiwan,Taipei,APJ,APAC,McKesson,1063,Consumer Products,Strategic,ContactMatcher,21.312,3,0.2,7.992,Low,0.375,2023-12
2023-10-14,Andrew Lewis,United States,Houston,AMER,NAMER,PepsiCo,1073,Consumer Products,Strategic,Data Smasher,209.94,6,0.0,39.8886,Low,0.18999999999999997,2023-10
2023-10-14,Andrew Lewis,United States,Houston,AMER,NAMER,PepsiCo,1073,Consumer Products,Strategic,Site Analytics,31.984,2,0.2,-7.996,Low,-0.25,2023-10
2023-10-14,Andrew Lewis,United States,Houston,AMER,NAMER,PepsiCo,1073,Consumer Products,Strategic,ContactMatcher,5083.96,5,0.2,1906.485,Low,0.375,2023-10
2023-08-21,Dan Rutherford,Sweden,Stockholm,EMEA,NOR,Phillips 66,1056,Energy,Enterprise,Site Analytics,35.96,1,0.2,3.596,Low,0.1,2023-08
2021-09-11,Jan Hemmings,Argentina,Mendoza,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,FinanceHub,31.05,3,0.0,14.904,Low,0.48,2021-09
2021-09-11,Jan Hemmings,Argentina,Mendoza,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,SaaS Connector Pack,8.92,4,0.0,3.9248,Low,0.44,2021-09
2021-09-11,Jan Hemmings,Argentina,Mendoza,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,ContactMatcher,209.6,4,0.0,96.416,Low,0.46,2021-09
2021-09-11,Jan Hemmings,Argentina,Mendoza,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,OneView,111.04,4,0.0,29.9808,Low,0.26999999999999996,2021-09
2021-09-11,Jan Hemmings,Argentina,Mendoza,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,Support,38.88,6,0.0,18.6624,Low,0.48000000000000004,2021-09
2021-12-20,Keith Mills,Spain,Seville,EMEA,EU-WEST,ConocoPhillips,1024,Energy,SMB,OneView,36.27,3,0.0,10.881,Low,0.3,2021-12
2020-09-20,Victor Lewis,Australia,Sydney,APJ,ANZ,BNP Paribas,1065,Finance,SMB,Marketing Suite,493.43,5,0.3,-70.49,Low,-0.14285714285714285,2020-09
2020-09-20,Victor Lewis,Australia,Sydney,APJ,ANZ,BNP Paribas,1065,Finance,SMB,Site Analytics,11.12,2,0.2,3.475,Low,0.31250000000000006,2020-09
2022-11-05,Samantha Walker,United States,Seattle,AMER,NAMER,BNP Paribas,1065,Finance,SMB,Big Ol Database,686.4,2,0.2,77.22,Low,0.1125,2022-11
2023-12-02,Harry Murray,Canada,Toronto,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,Strategic,ContactMatcher,15.92,5,0.2,5.373,Low,0.3375,2023-12
2023-12-02,Harry Murray,Canada,Toronto,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,Strategic,SaaS Connector Pack,70.68,12,0.0,31.0992,Low,0.43999999999999995,2023-12
2023-12-02,Harry Murray,Canada,Toronto,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,Strategic,Marketing Suite - Gold,541.24,4,0.0,5.4124,Low,0.01,2023-12
2020-10-10,Connor Paige,Mexico,Mexico City,AMER,LATAM,AT&T,1010,Communications,SMB,Big Ol Database,101.994,2,0.7,-71.3958,High,-0.7,2020-10
2020-10-10,Connor Paige,Mexico,Mexico City,AMER,LATAM,AT&T,1010,Communications,SMB,ContactMatcher,18.264,2,0.7,-13.3936,High,-0.7333333333333333,2020-10
2023-11-15,Keith Paige,Japan,Tokyo,APJ,JAPN,Bank of America Corp.,1011,Finance,SMB,ContactMatcher,21.99,5,0.8,-32.985,High,-1.5,2023-11
2022-08-14,Owen Ellison,Japan,Tokyo,APJ,JAPN,Johnson & Johnson,1055,Healthcare,SMB,Support,185.376,2,0.2,-34.758,Low,-0.1875,2022-08
2022-08-14,Owen Ellison,Japan,Tokyo,APJ,JAPN,Johnson & Johnson,1055,Healthcare,SMB,OneView,58.924,1,0.8,-153.2024,High,-2.6,2022-08
2023-09-18,Penelope Peake,Argentina,Córdoba,AMER,LATAM,Trafigura Group,1100,Finance,SMB,Big Ol Database,480.0,4,0.0,225.6,Low,0.47,2023-09
2023-09-18,Penelope Peake,Argentina,Córdoba,AMER,LATAM,Trafigura Group,1100,Finance,SMB,Marketing Suite - Gold,34.05,3,0.0,9.534,Low,0.28,2023-09
2021-03-23,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,Support,192.72,11,0.0,92.5056,Low,0.48,2021-03
2021-03-23,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,Data Smasher,239.97,3,0.0,86.3892,Low,0.36,2021-03
2022-07-01,Alexander Pullman,Australia,Melbourne,APJ,ANZ,Ford Motor,1009,Manufacturing,Enterprise,Data Smasher,50.12,7,0.2,-0.6265,Low,-0.012499999999999999,2022-07
2023-10-21,Pippa Edmunds,Sweden,Uppsala,EMEA,NOR,BNP Paribas,1065,Finance,Strategic,Site Analytics,15.984,2,0.2,1.3986,Low,0.08750000000000001,2023-10
2023-10-21,Pippa Edmunds,Sweden,Uppsala,EMEA,NOR,BNP Paribas,1065,Finance,Strategic,Support,14.352,3,0.2,4.485,Low,0.3125,2023-10
2020-08-25,Leah Clarkson,Mexico,Mexico City,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,ContactMatcher,6.528,4,0.7,-4.5696,High,-0.7000000000000001,2020-08
2020-08-25,Leah Clarkson,Mexico,Mexico City,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,ContactMatcher,2.862,3,0.7,-2.2896,High,-0.8,2020-08
2020-08-25,Leah Clarkson,Mexico,Mexico City,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,ContactMatcher,20.856,8,0.7,-16.6848,High,-0.7999999999999999,2020-08
2020-07-27,Luke Jones,United States,New York City,AMER,NAMER,Lowes,1060,Retail,Strategic,Marketing Suite - Gold,276.28,2,0.0,0.0,Low,0.0,2020-07
2023-12-02,Joe Allan,United States,Burlington,AMER,NAMER,Enel,1013,Energy,Enterprise,SaaS Connector Pack,629.64,9,0.0,107.0388,Low,0.16999999999999998,2023-12
2022-10-18,Sean Randall,Poland,Krakow,EMEA,EU-WEST,Toyota Motor,1087,Manufacturing,Enterprise,Site Analytics,449.97,3,0.0,220.4853,Low,0.48999999999999994,2022-10
2022-10-18,Sean Randall,Poland,Krakow,EMEA,EU-WEST,Toyota Motor,1087,Manufacturing,Enterprise,OneView,1927.59,7,0.0,751.7601,Low,0.39,2022-10
2022-09-17,Anne Rutherford,Finland,Espoo,EMEA,NOR,Trafigura Group,1100,Finance,Enterprise,FinanceHub,121.78,2,0.0,30.445,Low,0.25,2022-09
2021-12-01,Simon McDonald,United States,Seattle,AMER,NAMER,Citigroup,1020,Finance,Enterprise,FinanceHub,2676.672,9,0.2,267.6672,Low,0.09999999999999999,2021-12
2020-08-05,Penelope Peake,Japan,Fukuoka,APJ,JAPN,Trafigura Group,1100,Finance,SMB,ContactMatcher,489.23,2,0.3,41.934,Low,0.0857142857142857,2020-08
2022-08-16,Zoe Ferguson,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,SaaS Connector Pack,312.03,3,0.0,43.6842,Low,0.14,2022-08
2022-08-16,Zoe Ferguson,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,Marketing Suite - Gold,17.94,3,0.0,3.0498,Low,0.16999999999999998,2022-08
2022-08-16,Zoe Ferguson,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,Site Analytics,165.6,3,0.2,10.35,Low,0.0625,2022-08
2022-08-16,Zoe Ferguson,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,Support,37.52,4,0.0,18.0096,Low,0.4799999999999999,2022-08
2021-08-07,Boris Hunter,Spain,Seville,EMEA,EU-WEST,Panasonic,1091,Tech,Strategic,Site Analytics,494.97,3,0.0,148.491,Low,0.3,2021-08
2021-08-07,Boris Hunter,Spain,Seville,EMEA,EU-WEST,Panasonic,1091,Tech,Strategic,FinanceHub,25.06,2,0.0,11.7782,Low,0.47000000000000003,2021-08
2022-06-01,Gabrielle Dowd,Australia,Melbourne,APJ,ANZ,Mondelez International,1067,Consumer Products,SMB,SaaS Connector Pack,32.064,3,0.6,-12.8256,High,-0.39999999999999997,2022-06
2022-06-01,Gabrielle Dowd,Australia,Melbourne,APJ,ANZ,Mondelez International,1067,Consumer Products,SMB,Support,18.496,4,0.2,6.7048,Low,0.3625,2022-06
2022-06-01,Gabrielle Dowd,Australia,Melbourne,APJ,ANZ,Mondelez International,1067,Consumer Products,SMB,FinanceHub,191.079,3,0.3,-38.2158,Low,-0.2,2022-06
2022-06-01,Gabrielle Dowd,Australia,Melbourne,APJ,ANZ,Mondelez International,1067,Consumer Products,SMB,Support,10.368,2,0.2,3.6288,Low,0.35,2022-06
2022-07-02,Molly Watson,United Kingdom,London,EMEA,UKIR,Philip Morris International,1075,Consumer Products,Enterprise,FinanceHub,30.53,1,0.0,14.0438,Low,0.45999999999999996,2022-07
2022-07-02,Molly Watson,United Kingdom,London,EMEA,UKIR,Philip Morris International,1075,Consumer Products,Enterprise,Data Smasher,30.84,3,0.0,6.168,Low,0.2,2022-07
2022-07-02,Molly Watson,United Kingdom,London,EMEA,UKIR,Philip Morris International,1075,Consumer Products,Enterprise,Support,75.06,9,0.0,33.777,Low,0.45,2022-07
2022-12-19,Samantha Ince,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Strategic,Site Analytics,66.976,7,0.2,6.6976,Low,0.1,2022-12
2021-01-26,Max Hardacre,United States,Buffalo,AMER,NAMER,China National Petroleum,1023,Energy,Strategic,Support,182.72,8,0.0,84.0512,Low,0.45999999999999996,2021-01
2023-10-29,Jack Hodges,South Korea,Seoul,APJ,APAC,Chevron,1017,Energy,SMB,FinanceHub,21.93,3,0.0,10.3071,Low,0.47000000000000003,2023-10
2023-11-05,Ian Ross,South Africa,Johannesburg,EMEA,MEA,Procter & Gamble,1077,Consumer Products,SMB,Data Smasher,95.976,3,0.2,15.5961,Low,0.1625,2023-11
2023-11-05,Ian Ross,South Africa,Johannesburg,EMEA,MEA,Procter & Gamble,1077,Consumer Products,SMB,Site Analytics,143.928,9,0.2,-32.3838,Low,-0.225,2023-11
2023-11-05,Ian Ross,South Africa,Johannesburg,EMEA,MEA,Procter & Gamble,1077,Consumer Products,SMB,ContactMatcher,3.564,2,0.7,-2.97,High,-0.8333333333333334,2023-11
2023-11-05,Ian Ross,South Africa,Johannesburg,EMEA,MEA,Procter & Gamble,1077,Consumer Products,SMB,FinanceHub,4.928,2,0.2,1.7248,Low,0.35000000000000003,2023-11
2022-05-10,Luke Mills,Japan,Chiba,APJ,JAPN,Prudential Financial,1078,Finance,Strategic,Marketing Suite - Gold,856.656,6,0.2,107.082,Low,0.125,2022-05
2022-05-10,Luke Mills,Japan,Chiba,APJ,JAPN,Prudential Financial,1078,Finance,Strategic,ContactMatcher,13.184,4,0.8,-20.4352,High,-1.55,2022-05
2022-05-10,Luke Mills,Japan,Chiba,APJ,JAPN,Prudential Financial,1078,Finance,Strategic,OneView,48.784,4,0.8,-131.7168,High,-2.7,2022-05
2022-05-10,Luke Mills,Japan,Chiba,APJ,JAPN,Prudential Financial,1078,Finance,Strategic,Support,76.64,2,0.2,26.824,Low,0.35000000000000003,2022-05
2022-05-10,Luke Mills,Japan,Chiba,APJ,JAPN,Prudential Financial,1078,Finance,Strategic,ContactMatcher,18.528,6,0.8,-27.792,High,-1.5000000000000002,2022-05
2020-04-02,Nicholas Paterson,Spain,Seville,EMEA,EU-WEST,Walt Disney,1097,Communications,Strategic,SaaS Connector Pack,177.68,2,0.0,46.1968,Low,0.26,2020-04
2020-04-28,Joe Ross,United Kingdom,Glasgow,EMEA,UKIR,Wells Fargo,1099,Finance,Strategic,Data Smasher,159.98,2,0.0,57.5928,Low,0.36,2020-04
2022-10-05,Nicholas Paterson,Germany,Dresden,EMEA,EU-WEST,Walt Disney,1097,Communications,Strategic,Site Analytics,52.68,3,0.2,19.755,Low,0.375,2022-10
2022-10-05,Nicholas Paterson,Germany,Dresden,EMEA,EU-WEST,Walt Disney,1097,Communications,Strategic,SaaS Connector Pack,11.568,3,0.2,2.6028,Low,0.22499999999999998,2022-10
2023-06-12,Pippa Brown,Sweden,Stockholm,EMEA,NOR,Volkswagen,1046,Manufacturing,SMB,ContactMatcher,4.572,4,0.7,-3.81,High,-0.8333333333333334,2023-06
2022-01-30,Andrea Rampling,Australia,Melbourne,APJ,ANZ,Aviva,1006,Finance,SMB,Site Analytics,1439.968,4,0.2,143.9968,Low,0.1,2022-01
2022-01-30,Andrea Rampling,Australia,Melbourne,APJ,ANZ,Aviva,1006,Finance,SMB,ContactMatcher,1.728,3,0.8,-2.6784,High,-1.55,2022-01
2022-01-30,Andrea Rampling,Australia,Melbourne,APJ,ANZ,Aviva,1006,Finance,SMB,ContactMatcher,626.1,3,0.5,-538.446,Low,-0.86,2022-01
2021-09-27,Edward Wilkins,Canada,Toronto,AMER,NAMER,American Express,1005,Finance,Strategic,ChatBot Plugin,99.2,5,0.0,25.792,Low,0.26,2021-09
2021-04-13,Liam Paige,Japan,Kanagawa,APJ,JAPN,Allianz,1080,Finance,SMB,ContactMatcher,609.98,4,0.3,-113.282,Low,-0.1857142857142857,2021-04
2021-04-13,Liam Paige,Japan,Kanagawa,APJ,JAPN,Allianz,1080,Finance,SMB,ContactMatcher,211.372,2,0.3,-45.294,Low,-0.21428571428571425,2021-04
2021-04-13,Liam Paige,Japan,Kanagawa,APJ,JAPN,Allianz,1080,Finance,SMB,Site Analytics,239.976,3,0.2,17.9982,Low,0.075,2021-04
2023-12-19,Emma Watson,Italy,Milan,EMEA,EU,United Parcel Service,1090,Transportation,Strategic,SaaS Connector Pack,99.95,5,0.0,22.9885,Low,0.22999999999999998,2023-12
2023-12-19,Emma Watson,Italy,Milan,EMEA,EU,United Parcel Service,1090,Transportation,Strategic,Data Smasher,29.34,3,0.0,10.8558,Low,0.37,2023-12
2022-03-15,Dan Tucker,Italy,Genoa,EMEA,EU,Cigna,1038,Healthcare,Strategic,SaaS Connector Pack,16.74,2,0.0,4.3524,Low,0.26000000000000006,2022-03
2023-08-28,Trevor Clark,France,Paris,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,Support,12.672,3,0.2,3.96,Low,0.3125,2023-08
2023-08-28,Trevor Clark,France,Paris,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,Data Smasher,1119.888,14,0.2,209.979,Low,0.18750000000000003,2023-08
2021-12-17,Sonia Ince,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,SMB,ChatBot Plugin,204.85,5,0.0,53.261,Low,0.26,2021-12
2021-12-17,Sonia Ince,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,SMB,Site Analytics,135.984,2,0.2,16.998,Low,0.125,2021-12
2021-12-17,Sonia Ince,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,SMB,ChatBot Plugin,16.4,5,0.0,7.052,Low,0.43,2021-12
2021-12-17,Sonia Ince,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,SMB,ContactMatcher,92.96,2,0.2,31.374,Low,0.3375,2021-12
2020-08-22,Oliver Bond,Germany,Mannheim,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,Support,7.632,3,0.2,-1.8126,Low,-0.23750000000000002,2020-08
2022-11-04,Sarah Alsop,Belgium,Brussels,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,ContactMatcher,4.158,7,0.7,-3.465,High,-0.8333333333333333,2022-11
2022-11-04,Sarah Alsop,Belgium,Brussels,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,Big Ol Database,179.991,3,0.7,-251.9874,High,-1.4,2022-11
2023-10-11,Connor Nolan,Australia,Melbourne,APJ,ANZ,Allianz,1080,Finance,SMB,FinanceHub,239.358,3,0.3,-47.8716,Low,-0.2,2023-10
2020-12-07,Leah MacLeod,United States,Los Angeles,AMER,NAMER,Lukoil,1044,Energy,Enterprise,Support,164.88,3,0.0,80.7912,Low,0.49000000000000005,2020-12
2020-11-15,Emma Stewart,United States,Los Angeles,AMER,NAMER,Marathon Petroleum,1061,Energy,Strategic,Support,10.95,3,0.0,3.285,Low,0.30000000000000004,2020-11
2023-12-25,Blake Hart,South Korea,Daegu,APJ,APAC,Ford Motor,1009,Manufacturing,Strategic,Support,19.44,3,0.0,9.3312,Low,0.48000000000000004,2023-12
2023-12-25,Blake Hart,South Korea,Daegu,APJ,APAC,Ford Motor,1009,Manufacturing,Strategic,ContactMatcher,12.3,5,0.0,6.15,Low,0.5,2023-12
2020-12-24,Victoria Ellison,United States,Seattle,AMER,NAMER,Morgan Stanley,1068,Finance,SMB,OneView,13.97,1,0.0,3.6322,Low,0.26,2020-12
2023-12-23,Christopher Hodges,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,ContactMatcher,934.956,6,0.4,-249.3216,Low,-0.26666666666666666,2023-12
2023-12-23,Christopher Hodges,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,Data Smasher,46.864,2,0.2,7.6154,Low,0.1625,2023-12
2023-12-23,Christopher Hodges,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,Marketing Suite - Gold,26.16,3,0.2,1.962,Low,0.075,2023-12
2023-12-23,Christopher Hodges,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,ChatBot Plugin,23.128,7,0.2,2.891,Low,0.125,2023-12
2023-12-23,Christopher Hodges,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,OneView,59.24,5,0.2,16.291,Low,0.275,2023-12
2020-08-08,Dominic Lawrence,Germany,Berlin,EMEA,EU-WEST,ConocoPhillips,1024,Energy,SMB,Marketing Suite,155.456,4,0.2,-7.7728,Low,-0.05,2020-08
2020-09-20,Ruth Vaughan,United States,Seattle,AMER,NAMER,Ford Motor,1009,Manufacturing,Strategic,Support,8.56,2,0.0,3.852,Low,0.44999999999999996,2020-09
2023-12-26,Theresa Paige,Germany,Hanover,EMEA,EU-WEST,Panasonic,1091,Tech,SMB,SaaS Connector Pack,21.0,3,0.2,5.775,Low,0.275,2023-12
2023-12-26,Theresa Paige,Germany,Hanover,EMEA,EU-WEST,Panasonic,1091,Tech,SMB,Big Ol Database,120.0,2,0.5,-7.2,Low,-0.060000000000000005,2023-12
2023-11-26,Samantha Murray,Japan,Tokyo,APJ,JAPN,Morgan Stanley,1068,Finance,SMB,Site Analytics,299.96,5,0.2,37.495,Low,0.125,2023-11
2023-11-26,Samantha Murray,Japan,Tokyo,APJ,JAPN,Morgan Stanley,1068,Finance,SMB,OneView,67.84,5,0.8,-179.776,High,-2.65,2023-11
2023-11-26,Samantha Murray,Japan,Tokyo,APJ,JAPN,Morgan Stanley,1068,Finance,SMB,FinanceHub,853.93,5,0.3,-24.398,Low,-0.028571428571428574,2023-11
2023-11-26,Samantha Murray,Japan,Tokyo,APJ,JAPN,Morgan Stanley,1068,Finance,SMB,ChatBot Plugin,18.688,4,0.2,3.7376,Low,0.2,2023-11
2022-11-06,Lily Hart,Spain,Seville,EMEA,EU-WEST,Home Depot,1047,Retail,SMB,SaaS Connector Pack,273.96,2,0.0,71.2296,Low,0.26000000000000006,2022-11
2022-11-06,Lily Hart,Spain,Seville,EMEA,EU-WEST,Home Depot,1047,Retail,SMB,Data Smasher,89.97,3,0.0,18.8937,Low,0.21,2022-11
2022-11-06,Lily Hart,Spain,Seville,EMEA,EU-WEST,Home Depot,1047,Retail,SMB,SaaS Connector Pack,756.8,5,0.0,75.68,Low,0.10000000000000002,2022-11
2023-11-07,Alexander Langdon,Japan,Tokyo,APJ,JAPN,BMW,1039,Manufacturing,SMB,ContactMatcher,1.248,2,0.8,-1.9344,High,-1.5499999999999998,2023-11
2022-11-04,Oliver King,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,Enterprise,Data Smasher,72.0,1,0.2,14.4,Low,0.2,2022-11
2022-11-04,Oliver King,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,Enterprise,FinanceHub,470.155,7,0.3,-13.433,Low,-0.028571428571428574,2022-11
2020-12-30,Victor Avery,South Africa,Cape Town,EMEA,MEA,Aetna,1002,Healthcare,SMB,Marketing Suite - Gold,39.128,1,0.2,-8.8038,Low,-0.225,2020-12
2023-12-03,Sophie Lewis,Mexico,Mexico City,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,ChatBot Plugin,19.728,9,0.2,1.7262,Low,0.0875,2023-12
2023-12-03,Sophie Lewis,Mexico,Mexico City,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,Site Analytics,151.188,2,0.4,-25.198,Low,-0.16666666666666669,2023-12
2023-03-25,Donna Hemmings,United Kingdom,London,EMEA,UKIR,Engie,1062,Energy,SMB,FinanceHub,271.764,2,0.1,60.392,Low,0.22222222222222224,2023-03
2020-11-19,William Alsop,France,Paris,EMEA,EU-WEST,Mondelez International,1067,Consumer Products,SMB,Data Smasher,47.496,1,0.2,-1.1874,Low,-0.024999999999999998,2020-11
2023-04-26,Irene Wright,United States,New York City,AMER,NAMER,Chevron,1017,Energy,SMB,Marketing Suite,344.981,7,0.15,28.4102,Low,0.08235294117647059,2023-04
2023-11-24,Anna Reid,Japan,Aichi,APJ,JAPN,China National Petroleum,1023,Energy,Strategic,Support,36.288,7,0.2,12.7008,Low,0.35000000000000003,2023-11
2023-11-24,Anna Reid,Japan,Aichi,APJ,JAPN,China National Petroleum,1023,Energy,Strategic,Support,78.304,2,0.2,29.364,Low,0.375,2023-11
2023-11-24,Anna Reid,Japan,Aichi,APJ,JAPN,China National Petroleum,1023,Energy,Strategic,ContactMatcher,127.785,1,0.3,-31.0335,Low,-0.24285714285714285,2023-11
2023-11-24,Anna Reid,Japan,Aichi,APJ,JAPN,China National Petroleum,1023,Energy,Strategic,ContactMatcher,6.104,2,0.8,-9.156,High,-1.5,2023-11
2020-11-03,Liam Robertson,Argentina,Buenos Aires,AMER,LATAM,Walt Disney,1097,Communications,Strategic,ContactMatcher,5.76,2,0.0,2.8224,Low,0.49000000000000005,2020-11
2021-10-19,Deirdre Ogden,Japan,Aichi,APJ,JAPN,Goldman Sachs Group,1042,Finance,SMB,ContactMatcher,1.72,1,0.8,-2.838,High,-1.6500000000000001,2021-10
2020-02-07,Molly Rees,Australia,Gold Coast,APJ,ANZ,Goldman Sachs Group,1042,Finance,SMB,ContactMatcher,8.952,2,0.8,-14.7708,High,-1.65,2020-02
2022-03-07,Amy Scott,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,OneView,2.334,3,0.8,-6.3018,High,-2.6999999999999997,2022-03
2022-03-07,Amy Scott,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,ContactMatcher,1.728,4,0.8,-2.7648,High,-1.6,2022-03
2022-03-07,Amy Scott,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,SaaS Connector Pack,159.04,5,0.6,-194.824,High,-1.225,2022-03
2022-03-07,Amy Scott,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,ContactMatcher,145.98,2,0.5,-99.2664,Low,-0.68,2022-03
2021-12-03,Alan Graham,Sweden,Gothenburg,EMEA,NOR,UnitedHealth Group,1092,Healthcare,SMB,SaaS Connector Pack,77.952,3,0.2,12.6672,Low,0.1625,2021-12
2021-12-03,Alan Graham,Sweden,Gothenburg,EMEA,NOR,UnitedHealth Group,1092,Healthcare,SMB,ContactMatcher,95.97,5,0.7,-73.577,High,-0.7666666666666666,2021-12
2021-12-03,Alan Graham,Sweden,Gothenburg,EMEA,NOR,UnitedHealth Group,1092,Healthcare,SMB,Site Analytics,105.584,2,0.2,9.2386,Low,0.0875,2021-12
2021-12-03,Alan Graham,Sweden,Gothenburg,EMEA,NOR,UnitedHealth Group,1092,Healthcare,SMB,ChatBot Plugin,9.344,2,0.2,1.168,Low,0.125,2021-12
2021-12-24,Paul Martin,Poland,Krakow,EMEA,EU-WEST,BNP Paribas,1065,Finance,Strategic,SaaS Connector Pack,9.68,2,0.0,3.7752,Low,0.39,2021-12
2021-12-24,Paul Martin,Poland,Krakow,EMEA,EU-WEST,BNP Paribas,1065,Finance,Strategic,Alchemy,4899.93,7,0.0,2302.9671,Low,0.4699999999999999,2021-12
2023-10-02,Diane Metcalfe,United States,Los Angeles,AMER,NAMER,Itochu,1032,Finance,Enterprise,Data Smasher,104.75,5,0.0,21.9975,Low,0.21,2023-10
2023-10-17,Katherine Rutherford,South Africa,Johannesburg,EMEA,MEA,Bosch,1076,Tech,Strategic,Data Smasher,18.528,2,0.2,4.4004,Low,0.23750000000000004,2023-10
